patient_id,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000519,PEER,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,0.0,-1.4146791288114793,,RPMI + 10% FBS,76.0,CVCL_1913,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",4,SIDM00991,,blood,ALL,t_cell,
ACH-000520,59M,59M,59M_OVARY,,,Female,ECACC,2.0,-3.65997252971144,,DMEM + 10% FBS + 2mM Glutamine + Sodium pyruvate + Insulin-Transferrin-Selenium,94.3,CVCL_2291,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,,722045.0,Male,ATCC,3.0,-3.026617677269127,Adherent,RPMI + 10% FBS,85.8,CVCL_1517,912.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00715,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,,724838.0,Male,ATCC,2.0,-5.129862323838084,Adherent,EMEM + 10% FBS,88.3,CVCL_1783,9.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM01182,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000523,NCI-H1184,NCIH1184,NCIH1184_LUNG,H1184,,Male,ATCC,,,,,,CVCL_1458,,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),42,,,lung,SCLC,,
ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,,909975.0,Female,HSRRB,3.0,-5.855149713468264,,RPMI + 10% FBS,52.1,CVCL_1345,854.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00554,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,H2171,688015.0,Male,ATCC,2.0,-5.667386741118029,Adherent,RPMI 1640 + 20% FBS,88.0,CVCL_1536,1571.0,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00733,,lung,SCLC,,
ACH-000526,Hs 821.T,HS821T,HS821T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0932,,fibroblast,Primary,Fibroblast,Bone,31,,,fibroblast,fibroblast_bone,,
ACH-000527,OVISE,OVISE,OVISE_OVARY,,1240198.0,Female,HSRRB,3.0,-5.804772284745643,,RPMI + 10% FBS,68.2,CVCL_3116,358.0,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40,SIDM00564,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000528,ABC-1,ABC1,ABC1_LUNG,,906791.0,Male,HSRRB,3.0,-5.636566687555742,Adherent,EMEM + 10% FBS,77.5,CVCL_1066,1557.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00494,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000529,T1-73,T173,T173_FIBROBLAST,,,Unknown,ATCC,,,,,,CVCL_3605,,fibroblast,,Fibroblast,Bone,,,,fibroblast,fibroblast_bone,,
ACH-000530,DMS 114,DMS114,DMS114_LUNG,,687983.0,Male,ATCC,,,,,,CVCL_1174,1495.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68,SIDM00865,,lung,SCLC,,
ACH-000531,,RS5,RS5_FIBROBLAST,,,Male,DSMZ,,,,,,CVCL_2182,,fibroblast,,Fibroblast,Lung,78,,,fibroblast,fibroblast_lung,,
ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,,1660035.0,Male,KCLB,,,,,,CVCL_5078,151.0,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48,SIDM00194,,colorectal,colorectal_adenocarcinoma,,
ACH-000533,NCI-H2004 RT,NCIH2004RT,NCIH2004RT_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.31878449719993,not found,not found,39.9,CVCL_WS70,,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331050.0,Male,DSMZ,,,,,,CVCL_1902,557.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),41,SIDM00413,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,,906693.0,Female,ATCC,2.0,-4.199437109543285,Adherent,RPMI + 10% FBS,81.6,CVCL_0186,1978.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",61,SIDM00132,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000536,BT-20,BT20,BT20_BREAST,,906801.0,Female,ATCC,,,,,,CVCL_0178,2264.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,74,SIDM00893,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000537,SNU-761,SNU761,SNU761_LIVER,,,Male,KCLB,1.0,-5.252504491999346,,RPMI + 10% FBS,89.1,CVCL_5089,,liver,,Liver Cancer,Hepatocellular Carcinoma,49,,,liver,hepatocellular_carcinoma,,
ACH-000538,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,,907073.0,Male,ATCC,0.0,-1.5910473494205293,,EMEM + 10% FBS,60.0,CVCL_1301,305.0,small_intestine,Primary,Gastric Cancer,Duodenal Adenocarcinoma,53,SIDM00694,,gastric,duodenal_adenocarcinoma,,
ACH-000539,Hs 618.T,HS618T,HS618T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0827,,fibroblast,Primary,Fibroblast,Lung,60,,,fibroblast,fibroblast_lung,,
ACH-000540,Hs 606.T,HS606T,HS606T_FIBROBLAST,,,Female,ATCC,,,,,,CVCL_0819,,fibroblast,,Fibroblast,Breast,44,,,fibroblast,fibroblast_breast,,
ACH-000541,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,HSRRB,1.0,-2.1552462694069416,,RPMI + 10% FBS,97.4,CVCL_2996,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,60,,,plasma_cell,multiple_myeloma,,
ACH-000542,Hey-A8,HEYA8,HEYA8_OVARY,,,Female,Academic lab,3.0,-3.515303779094456,Adherent,RPMI + 10% FBS,92.9,CVCL_8878,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, low grade serous",,SIDM01215,,ovary,ovary_adenocarcinoma,low_grade_serous,
ACH-000543,SNU-489,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,,,,,,CVCL_5069,,central_nervous_system,,Brain Cancer,Glioblastoma,54,,,central_nervous_system,glioma,glioblastoma,
ACH-000544,OE21,OE21,OE21_OESOPHAGUS,,1298359.0,Male,HPACC,2.0,-3.993280182652687,Adherent,RPMI + 10% FBS,84.6,CVCL_2661,2152.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74,SIDM00478,,esophagus,esophagus_squamous,,
ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,,909780.0,Male,DSMZ,2.0,-3.977975821166035,Adherent,DMEM + 10% FBS,67.2,CVCL_1786,276.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00414,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062.0,Male,HSRRB,,,,,,CVCL_1289,99.0,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64,SIDM00588,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,,907065.0,Male,ATCC,2.0,-2.8682650978820243,Adherent,EMEM + 10% FBS,72.0,CVCL_1291,1533.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,44,SIDM00676,,urinary_tract,bladder_carcinoma,,
ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,,753535.0,Male,DSMZ,2.0,-3.923963104203243,,DMEM + 10% FBS,91.2,CVCL_1086,748.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",52,SIDM00986,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000549,SNU-1076,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2.0,-3.221794251787293,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,85.0,CVCL_5006,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",60,SIDM00168,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,
ACH-000550,IGR-39,IGR39,IGR39_SKIN,,,Male,DSMZ,2.0,-4.453872456096765,Adherent,DMEM + 15% FBS,71.1,CVCL_2076,,skin,Primary,Skin Cancer,Melanoma,26,SIDM01065,,skin,melanoma,,
ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905940.0,Female,ATCC,2.0,-3.2087065555171104,Suspension,IMDM + 10% FBS,46.8,CVCL_0004,2098.0,pleural_effusion,Metastasis,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",53,SIDM00791,,blood,CML,blast_crisis,
ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,,905939.0,Female,ATCC,2.0,-4.447757470000499,Adherent,McCoy's 5A + 10% FBS,85.2,CVCL_0320,1212.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,44,SIDM00136,,colorectal,colorectal_adenocarcinoma,,
ACH-000553,Sq-1,SQ1,SQ1_LUNG,,,Male,RIKEN,,,,,,CVCL_4900,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,lung,NSCLC,NSCLC_squamous,
ACH-000554,UACC-893,UACC893,UACC893_BREAST,,909778.0,Female,ATCC,,,,,,CVCL_1782,1090.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,57,SIDM01186,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp
ACH-000555,A-498,A498,A498_KIDNEY,,905948.0,Male,ATCC,,,,,,CVCL_1056,602.0,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,52,SIDM00124,,kidney,renal_cell_carcinoma,,
ACH-000556,SIHA,SIHA,SIHA_CERVIX,,930297.0,Female,ATCC,2.0,-4.033755928087054,Adherent,EMEM (EBSS) + 10%FBS,90.5,CVCL_0032,1354.0,cervix,,Cervical Cancer,Carcinoma,,SIDM01093,,cervix,cervical_carcinoma,,
ACH-000557,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ATCC,2.0,-2.6428427929087706,Suspension,IMDM + 5% FBS + 10ug/ml Insulin+ 5ug/ml Transferrin + 2ng/ml GM-CSF,90.5,CVCL_1071,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",13,,,blood,AML,M5,
ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,,687563.0,Male,ATCC,,,,,,CVCL_0131,1777.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,53,SIDM00799,,central_nervous_system,glioma,glioblastoma,
ACH-000559,NCI-H1836,NCIH1836,NCIH1836_LUNG,,1240182.0,Male,ATCC,1.0,-3.2521693672254908,Mixed adherent and suspension,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,67.0,CVCL_1498,1829.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),52,SIDM00770,,lung,SCLC,,
ACH-000560,ECC10,ECC10,ECC10_STOMACH,,906848.0,Male,RIKEN,,,,,,CVCL_1188,799.0,liver,,Gastric Cancer,Small Cell Carcinoma,,SIDM00280,,gastric,gastric_small_cell,,
ACH-000561,T.T,TDOTT,TT_OESOPHAGUS,,1299064.0,Male,HSRRB,,,,,,CVCL_3174,544.0,bone,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00322,,esophagus,esophagus_squamous,,
ACH-000562,HCC-78,HCC78,HCC78_LUNG,,1290908.0,Male,DSMZ,,,,,,CVCL_2061,639.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM01068,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000563,EBC-1,EBC1,EBC1_LUNG,,753554.0,Male,RIKEN,2.0,-2.49050340002393,Adherent,EMEM + 10% FBS,76.3,CVCL_2891,1665.0,skin,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM00486,,lung,NSCLC,NSCLC_squamous,
ACH-000564,KHM-1B,KHM1B,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2972,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,53,,,plasma_cell,multiple_myeloma,,
ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,,909263.0,Female,HSRRB,0.0,-2.380494305039873,Adherent,RPMI:F12 (1:1) + 20% FBS,79.1,CVCL_1648,1271.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73,SIDM00359,,colorectal,colorectal_adenocarcinoma,,
ACH-000566,SW-1710,SW1710,SW1710_URINARY_TRACT,,909749.0,Female,DSMZ,,,,,,CVCL_1721,2.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,84,SIDM00420,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000567,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906.0,Female,ATCC,2.0,-3.5144097440273896,,RPMI + 10% FBS,77.0,CVCL_1712,130.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01198,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000568,UACC-812,UACC812,UACC812_BREAST,,910910.0,Female,ATCC,0.0,-0.2214501242330979,Suspension,RPMI + 20% FBS,81.1,CVCL_1781,1754.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43,SIDM01187,,breast,breast_ductal_carcinoma,ERpos_HER2pos,luminal
ACH-000569,IST-MES1,ISTMES1,ISTMES1_PLEURA,,907173.0,Female,ICLC,0.0,-2.1111022160283244,Adherent,DMEM + 10% FBS + 2mM Glutamax,80.0,CVCL_1311,1001.0,pleural_effusion,Primary,Lung Cancer,Mesothelioma,70,SIDM00224,,lung,mesothelioma,,
ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,,687592.0,Female,HSRRB,2.0,-4.7787277607374055,,DMEM + 10% FBS,78.9,CVCL_1796,61.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00315,,central_nervous_system,glioma,glioblastoma,
ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,,687586.0,Male,ATCC,2.0,-4.705596717665861,Adherent,EMEM + 10% FBS,79.6,CVCL_0556,131.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61,SIDM01171,,central_nervous_system,glioma,glioblastoma,
ACH-000572,G-361,G361,G361_SKIN,,906865.0,Male,ATCC,,,,,,CVCL_1220,1173.0,skin,Primary,Skin Cancer,Melanoma,31,SIDM00857,,skin,melanoma,,
ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,,1240172.0,Female,ATCC,3.0,-5.2426700729640645,Adherent,RPMI + 10% FBS + 16ug/ml Glutathione,52.7,CVCL_0623,927.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00629,,breast,breast_carcinoma,ERneg_HER2neg,basal_B
ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,,1240129.0,Female,DSMZ,,,,,,CVCL_2047,2063.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",65,SIDM01040,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000575,,HCC364,HCC364_LUNG,,,Male,Academic lab,,,,,,CVCL_5134,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000576,KMS-27,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-2.714293549306739,Suspension,RPMI + 10% FBS,89.0,CVCL_2993,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,,,plasma_cell,multiple_myeloma,,
ACH-000577,JHH-2,JHH2,JHH2_LIVER,,1240157.0,Male,HSRRB,1.0,-2.758677813586787,Adherent,EMEM + 10% FBS,81.7,CVCL_2786,347.0,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00617,,liver,hepatocellular_carcinoma,,
ACH-000578,HCC-1171,HCC1171,HCC1171_LUNG,,,Male,KCLB,,,,,,CVCL_5126,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000579,UACC-257,UACC257,UACC257_SKIN,,905977.0,Unknown,NCI/DCTD,1.0,-1.3734769774976716,,RPMI + 10% FBS,81.3,CVCL_1779,14.0,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,,skin,melanoma,,
ACH-000580,C32,C32,C32_SKIN,,906830.0,Male,ATCC,2.0,-3.442187665106865,Adherent,EMEM + 10% FBS + 0.1mM NEAA,66.1,CVCL_1097,2242.0,skin,Primary,Skin Cancer,"Melanoma, amelanotic",53,SIDM00890,,skin,melanoma,amelanotic,
ACH-000581,SNU-16,SNU16,SNU16_STOMACH,,908446.0,Female,ATCC,1.0,-1.0627053028918283,,RPMI + 10% FBS,57.7,CVCL_0076,291.0,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33,SIDM01145,,gastric,gastric_adenocarcinoma,,
ACH-000582,COLO 741,COLO741,COLO741_SKIN,,,Female,ECACC,,,,,,CVCL_1133,,skin,Metastasis,Skin Cancer,Melanoma,69,,,skin,melanoma,,
ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799.0,Male,ATCC,2.0,-2.5303169027161903,Suspension,RPMI + 20% FBS,49.9,CVCL_1399,2082.0,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00637,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,,1480359.0,Female,RIKEN,3.0,-5.068363547903994,,DMEM:F12 (1:1) + 10% FBS,72.9,CVCL_4649,1651.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",44,SIDM00303,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,,753556.0,Male,DSMZ,3.0,-4.633492684859269,Adherent,RPMI + 20% FBS,85.8,CVCL_1197,404.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM01044,,lung,NSCLC,NSCLC_squamous,
ACH-000586,NCI-H1876,NCIH1876,NCIH1876_LUNG,,1330972.0,Male,ATCC,,,,,,CVCL_1503,91.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00766,,lung,SCLC,,
ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,,924244.0,Female,ATCC,2.0,-4.654106500319458,Adherent,DMEM + 10% FBS,89.5,CVCL_1511,1403.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000588,KMS-26,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-3.516973750239448,Suspension,RPMI + 10% FBS,76.1,CVCL_2992,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,50,,,plasma_cell,multiple_myeloma,,
ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,,687794.0,Male,ATCC,3.0,-4.634133698101505,Adherent,RPMI + 10% FBS,90.8,CVCL_1472,800.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,SIDM00734,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000590,NCI-H2073,NCIH2073,NCIH2073_LUNG,,,Female,ATCC,,,,,,CVCL_1521,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00757,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000591,,LN235,LN235_CENTRAL_NERVOUS_SYSTEM,LN-235,,Male,Academic lab,2.0,-3.960764160350992,not found,not found,87.3,CVCL_3957,,central_nervous_system,,Brain Cancer,Astrocytoma,38,,,central_nervous_system,glioma,astrocytoma,
ACH-000592,TM-31,TM31,TM31_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,2.0,-4.149535086067981,,EMEM + 10% FBS,85.7,CVCL_6735,,central_nervous_system,,Brain Cancer,Glioma,42,,,central_nervous_system,glioma,,
ACH-000593,BC-3C,BC3C,BC3C_URINARY_TRACT,,,Female,DSMZ,2.0,-4.913477830158632,Adherent,McCoy's 5A + 10% FBS,95.1,CVCL_1958,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,82,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000594,DMS 153,DMS153,DMS153_LUNG,,,Male,ATCC,,,,,,CVCL_1175,,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),44,,,lung,SCLC,,
ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169.0,Female,ATCC,2.0,-5.630540549825848,Adherent,DMEM + 5% FBS,90.0,CVCL_0393,1504.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,60,SIDM00684,,central_nervous_system,glioma,glioblastoma,
ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,,946361.0,Male,DSMZ,2.0,-3.021173500552837,,RPMI + 20% FBS,48.6,CVCL_1376,485.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44,SIDM00344,,lung,NSCLC,NSCLC_large_cell,
ACH-000597,TTC-709,TTC709,TTC709_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-2.9795304928844,not found,not found,48.8,CVCL_8007,,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000598,KMS-21BM,KMS21BM,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2991,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,
ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,,1298526.0,Female,DSMZ,1.0,-3.1748261938107545,Adherent,DMEM + 10% FBS,55.0,CVCL_1845,1549.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44,SIDM00455,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000600,SLR 26,SLR26,SLR26_KIDNEY,,,Unknown,Academic lab,2.0,-3.369629827199115,not found,not found,83.4,CVCL_V612,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,,724870.0,Male,ATCC,4.0,-5.422338083931182,Adherent,DMEM + 10% FBS,88.3,CVCL_0428,1541.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM00505,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000602,M-07e,M07E,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2.0,-4.423565963197841,Suspension,RPMI 1640 + 20% h.i. FBS + IL-3 (10 ng/ml) or GM-CSF (10 ng/ml),60.0,CVCL_2106,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.5,,,blood,AML,M7,
ACH-000603,BEN,BEN,BEN_LUNG,,753534.0,Male,DSMZ,,,,,,CVCL_1082,971.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",71,SIDM00990,,lung,NSCLC,,
ACH-000604,KYO-1,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.282477909396749,Suspension,RPMI + 20% FBS,59.7,CVCL_2095,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",22,,,blood,CML,blast_crisis,
ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,,946355.0,Male,RIKEN,2.0,-3.137795559672024,Adherent,RPMI + 10% FBS,60.0,CVCL_1765,1642.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,,esophagus,esophagus_squamous,,
ACH-000606,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2.0,-3.706380855823584,Adherent,IMDM + 10% FBS + 2mM Glutamine,80.2,CVCL_2679,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, basaloid",60,,,upper_aerodigestive,upper_aerodigestive_squamous,basaloid,
ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,,1240166.0,Male,HSRRB,2.0,-3.13079109409669,Mixed adherent and suspension,DMEM:F12 (1:1) + 10% FBS,47.3,CVCL_3007,1344.0,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1,SIDM00552,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000608,COV644,COV644,COV644_OVARY,,,Female,ECACC,3.0,-3.896520753828885,Adherent,DMEM + 10% FBS + 2mM L-glutamine,88.5,CVCL_2425,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mucinous",,,,ovary,ovary_adenocarcinoma,mucinous,
ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,,909712.0,Female,HSRRB,0.0,-2.688215571190958,,EMEM + 10% FBS,43.7,CVCL_1688,1677.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00382,,central_nervous_system,glioma,astrocytoma,
